Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (molecular function)
A0A087WNY7,unreviewed,A0A087WNY7_MOUSE,Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1),Kcnq1,Mus musculus (Mouse),440,regulation of ion transmembrane transport [GO:0034765],basolateral plasma membrane [GO:0016323]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; lateral plasma membrane [GO:0016328]; membrane raft [GO:0045121]; voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0005783; GO:0008076; GO:0016323; GO:0016328; GO:0030659; GO:0034765; GO:0045121,basolateral plasma membrane [GO:0016323]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; lateral plasma membrane [GO:0016328]; membrane raft [GO:0045121]; voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
A0A087WPA8,unreviewed,A0A087WPA8_MOUSE,Potassium voltage-gated channel subfamily KQT member 1,Kcnq1,Mus musculus (Mouse),39,,,,,
A0A087WPJ2,unreviewed,A0A087WPJ2_MOUSE,Potassium voltage-gated channel subfamily KQT member 1,Kcnq1,Mus musculus (Mouse),49,,integral component of membrane [GO:0016021],GO:0016021,integral component of membrane [GO:0016021],
A0A087WQE3,unreviewed,A0A087WQE3_MOUSE,Potassium voltage-gated channel subfamily KQT member 1,Kcnq1,Mus musculus (Mouse),77,,,,,
A0A087WRK7,unreviewed,A0A087WRK7_MOUSE,Potassium voltage-gated channel subfamily KQT member 1,Kcnq1,Mus musculus (Mouse),60,,integral component of membrane [GO:0016021],GO:0016021,integral component of membrane [GO:0016021],
A0A087WRU8,unreviewed,A0A087WRU8_MOUSE,Potassium voltage-gated channel subfamily KQT member 1,Kcnq1,Mus musculus (Mouse),30,,integral component of membrane [GO:0016021],GO:0016021,integral component of membrane [GO:0016021],
Q3UWF6,unreviewed,Q3UWF6_MOUSE,KCNQ_channel domain-containing protein,Kcnq1,Mus musculus (Mouse),326,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
Q8CJG2,unreviewed,Q8CJG2_MOUSE,Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1),Kcnq1 KCNQ1b,Mus musculus (Mouse),440,regulation of ion transmembrane transport [GO:0034765],basolateral plasma membrane [GO:0016323]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; lateral plasma membrane [GO:0016328]; membrane raft [GO:0045121]; voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0005783; GO:0008076; GO:0016323; GO:0016328; GO:0030659; GO:0034765; GO:0045121,basolateral plasma membrane [GO:0016323]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; lateral plasma membrane [GO:0016328]; membrane raft [GO:0045121]; voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
Q99NF6,unreviewed,Q99NF6_MOUSE,Potassium channel protein,Kcnq1,Mus musculus (Mouse),204,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
Q9Z351,reviewed,KCNQ2_MOUSE,Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2),Kcnq2 Kqt2,Mus musculus (Mouse),759,potassium ion transmembrane transport [GO:0071805]; regulation of ion transmembrane transport [GO:0034765]; transmission of nerve impulse [GO:0019226],axon initial segment [GO:0043194]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; node of Ranvier [GO:0033268]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; voltage-gated potassium channel complex [GO:0008076]; ankyrin binding [GO:0030506]; calmodulin binding [GO:0005516]; delayed rectifier potassium channel activity [GO:0005251]; protein N-terminus binding [GO:0047485]; voltage-gated ion channel activity [GO:0005244]; voltage-gated potassium channel activity [GO:0005249]; potassium ion transmembrane transport [GO:0071805]; regulation of ion transmembrane transport [GO:0034765]; transmission of nerve impulse [GO:0019226],GO:0005244; GO:0005249; GO:0005251; GO:0005516; GO:0005886; GO:0005887; GO:0008076; GO:0009986; GO:0016021; GO:0019226; GO:0030506; GO:0032991; GO:0033268; GO:0034765; GO:0043194; GO:0047485; GO:0071805,axon initial segment [GO:0043194]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; node of Ranvier [GO:0033268]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; voltage-gated potassium channel complex [GO:0008076],ankyrin binding [GO:0030506]; calmodulin binding [GO:0005516]; delayed rectifier potassium channel activity [GO:0005251]; protein N-terminus binding [GO:0047485]; voltage-gated ion channel activity [GO:0005244]; voltage-gated potassium channel activity [GO:0005249]
A0A0G2JFQ2,unreviewed,A0A0G2JFQ2_MOUSE,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,Mus musculus (Mouse),842,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
A0A0G2JGA6,unreviewed,A0A0G2JGA6_MOUSE,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,Mus musculus (Mouse),285,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
B7ZBV3,unreviewed,B7ZBV3_MOUSE,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,Mus musculus (Mouse),726,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
B7ZBV4,unreviewed,B7ZBV4_MOUSE,"Potassium voltage-gated channel subfamily KQT member 2 (Potassium voltage-gated channel, subfamily Q, member 2)",Kcnq2,Mus musculus (Mouse),759,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
B7ZBV5,unreviewed,B7ZBV5_MOUSE,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,Mus musculus (Mouse),570,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
B7ZBV6,unreviewed,B7ZBV6_MOUSE,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,Mus musculus (Mouse),754,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
B7ZBV7,unreviewed,B7ZBV7_MOUSE,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,Mus musculus (Mouse),723,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
B7ZBV8,unreviewed,B7ZBV8_MOUSE,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,Mus musculus (Mouse),747,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
B7ZBV9,unreviewed,B7ZBV9_MOUSE,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,Mus musculus (Mouse),870,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; ankyrin binding [GO:0030506]; calmodulin binding [GO:0005516]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0005516; GO:0008076; GO:0030506; GO:0034765,voltage-gated potassium channel complex [GO:0008076],ankyrin binding [GO:0030506]; calmodulin binding [GO:0005516]; voltage-gated potassium channel activity [GO:0005249]
B7ZBW1,unreviewed,B7ZBW1_MOUSE,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,Mus musculus (Mouse),852,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
B7ZBW2,unreviewed,B7ZBW2_MOUSE,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,Mus musculus (Mouse),839,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
F6UC55,unreviewed,F6UC55_MOUSE,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,Mus musculus (Mouse),795,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
Q3UY10,unreviewed,Q3UY10_MOUSE,Uncharacterized protein,Kcnq2,Mus musculus (Mouse),726,regulation of ion transmembrane transport [GO:0034765],voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; regulation of ion transmembrane transport [GO:0034765],GO:0005249; GO:0008076; GO:0034765,voltage-gated potassium channel complex [GO:0008076],voltage-gated potassium channel activity [GO:0005249]
Q8CDD8,reviewed,KCD20_MOUSE,BTB/POZ domain-containing protein KCTD20 (Potassium channel tetramerization domain containing 20),Kctd20,Mus musculus (Mouse),419,positive regulation of phosphorylation [GO:0042327],cytoplasm [GO:0005737]; positive regulation of phosphorylation [GO:0042327],GO:0005737; GO:0042327,cytoplasm [GO:0005737],
A0A3B2W3J4,unreviewed,A0A3B2W3J4_MOUSE,BTB/POZ domain-containing protein KCTD20,Kctd20,Mus musculus (Mouse),73,,,,,
A0A3B2W3K5,unreviewed,A0A3B2W3K5_MOUSE,BTB/POZ domain-containing protein KCTD20,Kctd20,Mus musculus (Mouse),72,,,,,
A0A3B2W7K3,unreviewed,A0A3B2W7K3_MOUSE,BTB/POZ domain-containing protein KCTD20,Kctd20,Mus musculus (Mouse),274,,cytoplasm [GO:0005737],GO:0005737,cytoplasm [GO:0005737],
A0A3B2WAR6,unreviewed,A0A3B2WAR6_MOUSE,BTB/POZ domain-containing protein KCTD20,Kctd20,Mus musculus (Mouse),173,,,,,
A0A3B2WBF3,unreviewed,A0A3B2WBF3_MOUSE,BTB/POZ domain-containing protein KCTD20,Kctd20,Mus musculus (Mouse),94,,,,,
A0A3B2WBI7,unreviewed,A0A3B2WBI7_MOUSE,BTB/POZ domain-containing protein KCTD20,Kctd20,Mus musculus (Mouse),253,,,,,
A0A3F2YNM3,unreviewed,A0A3F2YNM3_MOUSE,BTB/POZ domain-containing protein KCTD20,Kctd20,Mus musculus (Mouse),353,,cytoplasm [GO:0005737],GO:0005737,cytoplasm [GO:0005737],
A0A3F2YNM8,unreviewed,A0A3F2YNM8_MOUSE,BTB/POZ domain-containing protein KCTD20,Kctd20,Mus musculus (Mouse),170,,cytoplasm [GO:0005737],GO:0005737,cytoplasm [GO:0005737],
B2KF10,unreviewed,B2KF10_MOUSE,BTB/POZ domain-containing protein KCTD20,Kctd20,Mus musculus (Mouse),202,,cytoplasm [GO:0005737],GO:0005737,cytoplasm [GO:0005737],
B2KF11,unreviewed,B2KF11_MOUSE,BTB/POZ domain-containing protein KCTD20,Kctd20,Mus musculus (Mouse),286,,cytoplasm [GO:0005737],GO:0005737,cytoplasm [GO:0005737],
Q80ZU2,unreviewed,Q80ZU2_MOUSE,Kctd20 protein,Kctd20,Mus musculus (Mouse),396,,cytoplasm [GO:0005737],GO:0005737,cytoplasm [GO:0005737],
Q8R1L4,reviewed,ERD23_MOUSE,"ER lumen protein-retaining receptor 3 (KDEL endoplasmic reticulum protein retention receptor 3, KDEL receptor 3)",Kdelr3,Mus musculus (Mouse),214,"endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein retention in ER lumen [GO:0006621]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]","cis-Golgi network [GO:0005801]; COPI-coated vesicle membrane [GO:0030663]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; ER retention sequence binding [GO:0046923]; KDEL sequence binding [GO:0005046]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein retention in ER lumen [GO:0006621]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",GO:0000139; GO:0005046; GO:0005783; GO:0005789; GO:0005801; GO:0006621; GO:0006888; GO:0006890; GO:0015031; GO:0016021; GO:0030663; GO:0046923,cis-Golgi network [GO:0005801]; COPI-coated vesicle membrane [GO:0030663]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021],ER retention sequence binding [GO:0046923]; KDEL sequence binding [GO:0005046]
Q61595,reviewed,KTN1_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1327,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0005783; GO:0007018; GO:0015031; GO:0019894; GO:0030176,endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WNW3,unreviewed,A0A087WNW3_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1247,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WP14,unreviewed,A0A087WP14_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1280,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WP48,unreviewed,A0A087WP48_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1223,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WP85,unreviewed,A0A087WP85_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1275,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WPW5,unreviewed,A0A087WPW5_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1252,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WPX0,unreviewed,A0A087WPX0_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1304,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WPY8,unreviewed,A0A087WPY8_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),178,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WQ25,unreviewed,A0A087WQ25_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1270,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WQD0,unreviewed,A0A087WQD0_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1247,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WQF8,unreviewed,A0A087WQF8_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1200,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WQG4,unreviewed,A0A087WQG4_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1229,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WQI3,unreviewed,A0A087WQI3_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1252,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WQQ5,unreviewed,A0A087WQQ5_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1275,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WR91,unreviewed,A0A087WR91_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),176,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WRS1,unreviewed,A0A087WRS1_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1275,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WS04,unreviewed,A0A087WS04_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1224,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WS23,unreviewed,A0A087WS23_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1253,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
A0A087WS29,unreviewed,A0A087WS29_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1228,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
F8VQC7,unreviewed,F8VQC7_MOUSE,Kinectin,Ktn1,Mus musculus (Mouse),1327,microtubule-based movement [GO:0007018]; protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; kinesin binding [GO:0019894]; microtubule-based movement [GO:0007018]; protein transport [GO:0015031],GO:0007018; GO:0015031; GO:0019894; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],kinesin binding [GO:0019894]
Q61789,reviewed,LAMA3_MOUSE,Laminin subunit alpha-3 (Epiligrin subunit alpha) (Kalinin subunit alpha) (Laminin-5 subunit alpha) (Laminin-6 subunit alpha) (Laminin-7 subunit alpha) (Nicein subunit alpha),Lama3,Mus musculus (Mouse),3330,animal organ morphogenesis [GO:0009887]; axon guidance [GO:0007411]; cell migration [GO:0016477]; cell-cell adhesion [GO:0098609]; endodermal cell differentiation [GO:0035987]; hemidesmosome assembly [GO:0031581]; integrin-mediated signaling pathway [GO:0007229]; morphogenesis of a polarized epithelium [GO:0001738]; regulation of cell adhesion [GO:0030155]; regulation of cell migration [GO:0030334]; regulation of embryonic development [GO:0045995]; tissue development [GO:0009888],adherens junction [GO:0005912]; basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; hemidesmosome [GO:0030056]; laminin-3 complex [GO:0005608]; laminin-5 complex [GO:0005610]; extracellular matrix structural constituent [GO:0005201]; integrin binding [GO:0005178]; animal organ morphogenesis [GO:0009887]; axon guidance [GO:0007411]; cell migration [GO:0016477]; cell-cell adhesion [GO:0098609]; endodermal cell differentiation [GO:0035987]; hemidesmosome assembly [GO:0031581]; integrin-mediated signaling pathway [GO:0007229]; morphogenesis of a polarized epithelium [GO:0001738]; regulation of cell adhesion [GO:0030155]; regulation of cell migration [GO:0030334]; regulation of embryonic development [GO:0045995]; tissue development [GO:0009888],GO:0001738; GO:0005178; GO:0005201; GO:0005576; GO:0005604; GO:0005608; GO:0005610; GO:0005783; GO:0005912; GO:0007229; GO:0007411; GO:0009887; GO:0009888; GO:0016477; GO:0030056; GO:0030155; GO:0030334; GO:0031581; GO:0035987; GO:0045995; GO:0062023; GO:0098609,adherens junction [GO:0005912]; basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; hemidesmosome [GO:0030056]; laminin-3 complex [GO:0005608]; laminin-5 complex [GO:0005610],extracellular matrix structural constituent [GO:0005201]; integrin binding [GO:0005178]
O54741,unreviewed,O54741_MOUSE,Laminin 5 alpha3C chain,lama3,Mus musculus (Mouse),42,,,,,
Q3UU65,unreviewed,Q3UU65_MOUSE,Uncharacterized protein,Lama3,Mus musculus (Mouse),1056,cell adhesion [GO:0007155]; regulation of cell adhesion [GO:0030155]; regulation of cell migration [GO:0030334]; regulation of embryonic development [GO:0045995],basement membrane [GO:0005604]; signaling receptor binding [GO:0005102]; cell adhesion [GO:0007155]; regulation of cell adhesion [GO:0030155]; regulation of cell migration [GO:0030334]; regulation of embryonic development [GO:0045995],GO:0005102; GO:0005604; GO:0007155; GO:0030155; GO:0030334; GO:0045995,basement membrane [GO:0005604],signaling receptor binding [GO:0005102]
