Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Function [CC],Mass,Tissue specificity,Gene Ontology (biological process),Signal peptide,Transit peptide
P19467,reviewed,MUC13_MOUSE,"Mucin-13, MUC-13 (Cell surface antigen 114/A10) (Lymphocyte antigen 64)",Muc13 Ly64,Mus musculus (Mouse),573,apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021],SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Secreted {ECO:0000250}. Note=Also exists as a soluble form. {ECO:0000250}.,FUNCTION: Epithelial and hemopoietic transmembrane mucin that may play a role in cell signaling. {ECO:0000250}.,58701,,maintenance of gastrointestinal epithelium [GO:0030277],"SIGNAL 1..17; /evidence=""ECO:0000255""",
P19788,reviewed,MGP_MOUSE,"Matrix Gla protein, MGP",Mgp Mglap,Mus musculus (Mouse),104,collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; protein-containing complex [GO:0032991],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Associates with the organic matrix of bone and cartilage. Thought to act as an inhibitor of bone formation.,12359,,branching morphogenesis of an epithelial tube [GO:0048754]; cartilage development [GO:0051216]; cell differentiation [GO:0030154]; lung development [GO:0030324]; ossification [GO:0001503]; protein-containing complex assembly [GO:0065003]; regulation of bone mineralization [GO:0030500],SIGNAL 1..19,
P21765,reviewed,GPX5_MOUSE,"Epididymal secretory glutathione peroxidase, EC 1.11.1.9 (Epididymis-specific glutathione peroxidase-like protein, EGLP) (Glutathione peroxidase 5, GPx-5, GSHPx-5) (Major androgen-regulated protein) (arMEP24)",Gpx5,Mus musculus (Mouse),221,extracellular space [GO:0005615]; sperm plasma membrane [GO:0097524],SUBCELLULAR LOCATION: Secreted.,"FUNCTION: Protects cells and enzymes from oxidative damage, by catalyzing the reduction of hydrogen peroxide, lipid peroxides and organic hydroperoxide, by glutathione. May constitute a glutathione peroxidase-like protective system against peroxide damage in sperm membrane lipids.",25393,TISSUE SPECIFICITY: Epididymis.,cellular response to oxidative stress [GO:0034599],"SIGNAL 1..21; /evidence=""ECO:0000255""",
P21841,reviewed,PSPC_MOUSE,"Pulmonary surfactant-associated protein C, SP-C (Pulmonary surfactant-associated proteolipid SPL(Val)) (SP5)",Sftpc Sftp2,Mus musculus (Mouse),193,alveolar lamellar body [GO:0097208]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; multivesicular body [GO:0005771],"SUBCELLULAR LOCATION: Secreted, extracellular space, surface film.",FUNCTION: Pulmonary surfactant associated proteins promote alveolar stability by lowering the surface tension at the air-liquid interface in the peripheral air spaces.,21055,,respiratory gaseous exchange by respiratory system [GO:0007585],,
P28666,reviewed,MUG2_MOUSE,"Murinoglobulin-2, MuG2",Mug2 Mug-2,Mus musculus (Mouse),1451,extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted.,"FUNCTION: A proteinase activates the inhibitor by specific proteolysis in the bait region, which, by an unknown mechanism leads to reaction at the cysteinyl-glutamyl internal thiol ester site and to a conformational change, whereby the proteinase is trapped and/or covalently bound to the inhibitor. While in the tetrameric proteinase inhibitors steric inhibition is sufficiently strong, monomeric forms need a covalent linkage between the activated glutamyl residue of the original thiol ester and a terminal amino group of a lysine or another nucleophilic group on the proteinase, for inhibition to be effective.",162382,TISSUE SPECIFICITY: Plasma.,,"SIGNAL 1..27; /evidence=""ECO:0000250""",
P31532,reviewed,SAA4_MOUSE,Serum amyloid A-4 protein (Amyloid A-5 protein),Saa4 Saa5,Mus musculus (Mouse),130,high-density lipoprotein particle [GO:0034364],SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P0DJI8}.,FUNCTION: Major acute phase reactant. {ECO:0000250|UniProtKB:P05366}.,15088,TISSUE SPECIFICITY: Expressed by the liver; secreted in plasma.,acute-phase response [GO:0006953],"SIGNAL 1..18; /evidence=""ECO:0000269|PubMed:1741755""",
P32766,reviewed,CST8_MOUSE,Cystatin-8 (Cystatin-related epididymal spermatogenic protein) (Cystatin-related epididymal-specific protein),Cst8 Cres,Mus musculus (Mouse),142,cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular region [GO:0005576],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Performs a specialized role during sperm development and maturation.,16288,"TISSUE SPECIFICITY: Proximal caput region of the epididymis. Lower expression in the testis. Within the testis it is localized to the elongating spermatids, whereas within the epididymis it is exclusively synthesized by the proximal caput epithelium.",,"SIGNAL 1..19; /evidence=""ECO:0000255""",
P43025,reviewed,TETN_MOUSE,"Tetranectin, TN (C-type lectin domain family 3 member B) (Plasminogen kringle 4-binding protein)",Clec3b Tna,Mus musculus (Mouse),202,cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; granular component [GO:0001652],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Tetranectin binds to plasminogen and to isolated kringle 4. May be involved in the packaging of molecules destined for exocytosis (By similarity). {ECO:0000250}.,22257,TISSUE SPECIFICITY: Highest expression in lung and skeletal muscle.,bone mineralization [GO:0030282]; ossification [GO:0001503]; positive regulation of plasminogen activation [GO:0010756]; skeletal system development [GO:0001501],"SIGNAL 1..21; /evidence=""ECO:0000250""",
P46686,reviewed,TULP2_MOUSE,Tubby-related protein 2 (Protein P4-6) (Tubby-like protein 2),Tulp2 Pdet,Mus musculus (Mouse),562,cilium [GO:0005929]; cytoplasm [GO:0005737]; extracellular region [GO:0005576],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19695251}. Secreted {ECO:0000269|PubMed:19695251}. Note=Does not have a cleavable signal peptide and is secreted by a non-conventional pathway.,,62724,TISSUE SPECIFICITY: Expressed in retina and testis.,protein localization to cilium [GO:0061512],,
P47867,reviewed,SCG3_MOUSE,"Secretogranin-3 (Secretogranin III, SgIII)",Scg3,Mus musculus (Mouse),471,extracellular region [GO:0005576]; secretory granule membrane [GO:0030667]; transport vesicle membrane [GO:0030658],"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle {ECO:0000269|PubMed:12388744, ECO:0000269|PubMed:16219686}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250|UniProtKB:P47868}; Peripheral membrane protein {ECO:0000250}. Secreted {ECO:0000269|PubMed:12388744}. Note=Associated with the secretory granule membrane through direct binding to cholesterol-enriched lipid rafts. {ECO:0000250|UniProtKB:P47868}.","FUNCTION: Member of the granin protein family that regulates the biogenesis of secretory granules (PubMed:16219686). Acts as a sorting receptor for intragranular proteins including chromogranin A/CHGA (PubMed:12388744). May also play a role in angiogenesis (PubMed:28330905). Promotes endothelial proliferation, migration and tube formation through MEK/ERK signaling pathway (By similarity). {ECO:0000250|UniProtKB:Q8WXD2, ECO:0000269|PubMed:12388744, ECO:0000269|PubMed:16219686, ECO:0000269|PubMed:28330905}.",53326,"TISSUE SPECIFICITY: Expressed in various brain areas, with highest levels in the arcuate nucleus and the lateral hypothalamic area, as well as the paraventricular nucleus and the ventromedial hypothalamus (at protein level). {ECO:0000269|PubMed:17200173}.",protein localization to secretory granule [GO:0033366],"SIGNAL 1..22; /evidence=""ECO:0000255""",
P47876,reviewed,IBP1_MOUSE,"Insulin-like growth factor-binding protein 1, IBP-1, IGF-binding protein 1, IGFBP-1",Igfbp1 Igfbp-1,Mus musculus (Mouse),272,extracellular space [GO:0005615]; Golgi apparatus [GO:0005794],SUBCELLULAR LOCATION: Secreted.,FUNCTION: IGF-binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors. Promotes cell migration (By similarity). {ECO:0000250}.,29570,,aging [GO:0007568]; insulin receptor signaling pathway [GO:0008286]; positive regulation of cell growth [GO:0030307]; regulation of insulin-like growth factor receptor signaling pathway [GO:0043567]; tissue regeneration [GO:0042246],"SIGNAL 1..25; /evidence=""ECO:0000250""",
P47880,reviewed,IBP6_MOUSE,"Insulin-like growth factor-binding protein 6, IBP-6, IGF-binding protein 6, IGFBP-6",Igfbp6 Igfbp-6,Mus musculus (Mouse),238,collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; insulin-like growth factor binary complex [GO:0042568],SUBCELLULAR LOCATION: Secreted.,FUNCTION: IGF-binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors. Activates the MAPK signaling pathway and induces cell migration. {ECO:0000250|UniProtKB:P24592}.,25347,,cell migration [GO:0016477]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of stress-activated MAPK cascade [GO:0032874]; regulation of insulin-like growth factor receptor signaling pathway [GO:0043567],"SIGNAL 1..25; /evidence=""ECO:0000250""",
P48076,reviewed,PA2GC_MOUSE,"Group IIC secretory phospholipase A2, GIIC sPLA2, sPLA2-IIC, EC 3.1.1.4 (14 kDa phospholipase A2) (PLA2-8) (Phosphatidylcholine 2-acylhydrolase 2C)",Pla2g2c,Mus musculus (Mouse),150,extracellular region [GO:0005576],SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,"FUNCTION: PA2 catalyzes the calcium-dependent hydrolysis of the 2-acyl groups in 3-sn-phosphoglycerides. Testis PA2 may be important in the production of prostaglandins, by the release of arachidonic acid, which in turn are necessary for the contractions of the seminiferous tubules and the testicular capsule; they also seem to decrease sperm transit time through the male reproductive tract.",16983,TISSUE SPECIFICITY: Testis specific.,arachidonic acid secretion [GO:0050482]; phospholipid catabolic process [GO:0009395]; phospholipid metabolic process [GO:0006644],"SIGNAL 1..20; /evidence=""ECO:0000255""",
P48757,reviewed,GAST_MOUSE,"Gastrin [Cleaved into: Gastrin-71, G71; Big gastrin (Gastrin-34, G34); Gastrin ]",Gast Gas,Mus musculus (Mouse),101,extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Gastrin stimulates the stomach mucosa to produce and secrete hydrochloric acid and the pancreas to secrete its digestive enzymes. It also stimulates smooth muscle contraction and increases blood circulation and water secretion in the stomach and intestine.,11590,"TISSUE SPECIFICITY: Abundantly expressed in the stomach and duodenum. Low levels in brain, ovary and pancreas. {ECO:0000269|PubMed:8647266}.",G protein-coupled receptor signaling pathway [GO:0007186]; response to food [GO:0032094]; signal transduction [GO:0007165],"SIGNAL 1..21; /evidence=""ECO:0000255""",
P49194,reviewed,RET3_MOUSE,"Retinol-binding protein 3 (Interphotoreceptor retinoid-binding protein, IRBP) (Interstitial retinol-binding protein)",Rbp3,Mus musculus (Mouse),1234,cone matrix sheath [GO:0090658]; extracellular space [GO:0005615]; interphotoreceptor matrix [GO:0033165],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, interphotoreceptor matrix. Note=Interphotoreceptor matrix that permeates the space between the retina and the contiguous layer of pigment epithelium cells.",FUNCTION: IRBP shuttles 11-cis and all trans retinoids between the retinol isomerase in the pigment epithelium and the visual pigments in the photoreceptor cells of the retina.,134451,TISSUE SPECIFICITY: Expressed in the photosensitive tissues; retina and pineal gland. {ECO:0000269|PubMed:1342928}.,proteolysis [GO:0006508],"SIGNAL 1..17; /evidence=""ECO:0000255""",
P50405,reviewed,PSPB_MOUSE,"Pulmonary surfactant-associated protein B, SP-B (Pulmonary surfactant-associated proteolipid SPL(Phe))",Sftpb Sftp3,Mus musculus (Mouse),377,alveolar lamellar body [GO:0097208]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; lysosome [GO:0005764]; multivesicular body [GO:0005771],"SUBCELLULAR LOCATION: Secreted, extracellular space, surface film.",FUNCTION: Pulmonary surfactant-associated proteins promote alveolar stability by lowering the surface tension at the air-liquid interface in the peripheral air spaces. SP-B increases the collapse pressure of palmitic acid to nearly 70 millinewtons per meter.,41728,,respiratory gaseous exchange by respiratory system [GO:0007585]; sphingolipid metabolic process [GO:0006665],"SIGNAL 1..22; /evidence=""ECO:0000255""",
P50608,reviewed,FMOD_MOUSE,"Fibromodulin, FM (Collagen-binding 59 kDa protein) (Keratan sulfate proteoglycan fibromodulin, KSPG fibromodulin)",Fmod,Mus musculus (Mouse),376,collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix.",FUNCTION: Affects the rate of fibrils formation. May have a primary role in collagen fibrillogenesis.,43055,"TISSUE SPECIFICITY: Highest levels observed in knee epiphysis, in calvarial and diaphyseal bone, in nasal and costal cartilage, in the eye, and in bladder. In mature knee joint it is mostly present in the proliferating zone of growth plate. It is also observed in ligaments, especially at insertion sites, in the junction between meniscus and joint capsule, in the perimysium of skeletal muscle and in the periosteum.",,"SIGNAL 1..18; /evidence=""ECO:0000250""",
P50705,reviewed,DEFA7_MOUSE,Alpha-defensin 7 (Defensin-related cryptdin-7),Defa7 Defcr7,Mus musculus (Mouse),93,extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; secretory granule [GO:0030141],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Probably contributes to the antimicrobial barrier function of the small bowel mucosa.,10496,TISSUE SPECIFICITY: Paneth cells of the small bowel.,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; innate immune response in mucosa [GO:0002227]; killing by host of symbiont cells [GO:0051873]; killing of cells of another organism [GO:0031640]; membrane disruption in another organism [GO:0051673]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of membrane permeability [GO:1905710]; protein homotetramerization [GO:0051289],"SIGNAL 1..19; /evidence=""ECO:0000255""",
P50706,reviewed,DEFA8_MOUSE,Alpha-defensin 8 (Defensin-related cryptdin-8),Defa8 Defcr8,Mus musculus (Mouse),81,extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; secretory granule [GO:0030141],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Probably contributes to the antimicrobial barrier function of the small bowel mucosa.,9226,TISSUE SPECIFICITY: Paneth cells of the small bowel.,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; innate immune response in mucosa [GO:0002227]; killing by host of symbiont cells [GO:0051873]; killing of cells of another organism [GO:0031640]; membrane disruption in another organism [GO:0051673]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of membrane permeability [GO:1905710]; protein homotetramerization [GO:0051289],"SIGNAL <1..7; /evidence=""ECO:0000255""",
P50707,reviewed,DEFA9_MOUSE,Alpha-defensin 9 (Defensin-related cryptdin-9),Defa9 Defcr9,Mus musculus (Mouse),93,extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; secretory granule [GO:0030141],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Probably contributes to the antimicrobial barrier function of the small bowel mucosa.,10535,TISSUE SPECIFICITY: Paneth cells of the small bowel.,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; innate immune response in mucosa [GO:0002227]; killing by host of symbiont cells [GO:0051873]; killing of cells of another organism [GO:0031640]; membrane disruption in another organism [GO:0051673]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of membrane permeability [GO:1905710]; protein homotetramerization [GO:0051289],"SIGNAL 1..19; /evidence=""ECO:0000255""",
P50708,reviewed,DFA10_MOUSE,Alpha-defensin 10 (Defensin-related cryptdin-10),Defa10 Defcr10,Mus musculus (Mouse),93,extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; secretory granule [GO:0030141],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Probably contributes to the antimicrobial barrier function of the small bowel mucosa.,10429,TISSUE SPECIFICITY: Paneth cells of the small bowel.,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; innate immune response in mucosa [GO:0002227]; killing by host of symbiont cells [GO:0051873]; killing of cells of another organism [GO:0031640]; membrane disruption in another organism [GO:0051673]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of membrane permeability [GO:1905710]; protein homotetramerization [GO:0051289],"SIGNAL 1..19; /evidence=""ECO:0000255""",
P50709,reviewed,DFA11_MOUSE,Alpha-defensin 11 (Defensin-related cryptdin-11),Defa11 Defcr11,Mus musculus (Mouse),85,extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; secretory granule [GO:0030141],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Probably contributes to the antimicrobial barrier function of the small bowel mucosa.,9542,TISSUE SPECIFICITY: Paneth cells of the small bowel.,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; innate immune response in mucosa [GO:0002227]; killing by host of symbiont cells [GO:0051873]; killing of cells of another organism [GO:0031640]; membrane disruption in another organism [GO:0051673]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of membrane permeability [GO:1905710]; protein homotetramerization [GO:0051289],"SIGNAL <1..11; /evidence=""ECO:0000255""",
P50711,reviewed,DFA13_MOUSE,Alpha-defensin 13 (Defensin-related cryptdin-13),Defa13 Defcr13,Mus musculus (Mouse),93,extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; secretory granule [GO:0030141],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Probably contributes to the antimicrobial barrier function of the small bowel mucosa.,10565,TISSUE SPECIFICITY: Paneth cells of the small bowel.,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; innate immune response in mucosa [GO:0002227]; killing by host of symbiont cells [GO:0051873]; killing of cells of another organism [GO:0031640]; membrane disruption in another organism [GO:0051673]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of membrane permeability [GO:1905710]; protein homotetramerization [GO:0051289],"SIGNAL 1..19; /evidence=""ECO:0000255""",
P50712,reviewed,DFA14_MOUSE,Alpha-defensin 14 (Defensin-related cryptdin-14),Defa14 Defcr14,Mus musculus (Mouse),85,extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Probably contributes to the antimicrobial barrier function of the small bowel mucosa.,9589,TISSUE SPECIFICITY: Paneth cells of the small bowel.,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response in mucosa [GO:0002227]; killing of cells of another organism [GO:0031640]; membrane disruption in another organism [GO:0051673],"SIGNAL <1..11; /evidence=""ECO:0000255""",
P50713,reviewed,DFA15_MOUSE,Alpha-defensin 15 (Defensin-related cryptdin-15),Defa15 Defcr15,Mus musculus (Mouse),93,extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; secretory granule [GO:0030141],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Probably contributes to the antimicrobial barrier function of the small bowel mucosa.,10503,TISSUE SPECIFICITY: Paneth cells of the small bowel.,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; innate immune response in mucosa [GO:0002227]; killing by host of symbiont cells [GO:0051873]; killing of cells of another organism [GO:0031640]; membrane disruption in another organism [GO:0051673]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of membrane permeability [GO:1905710]; protein homotetramerization [GO:0051289],"SIGNAL 1..19; /evidence=""ECO:0000255""",
P50714,reviewed,DFA16_MOUSE,Alpha-defensin 16 (Defensin-related cryptdin-16),Defa16 Defcr16,Mus musculus (Mouse),93,extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; secretory granule [GO:0030141],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Probably contributes to the antimicrobial barrier function of the small bowel mucosa.,10430,TISSUE SPECIFICITY: Paneth cells of the small bowel.,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; innate immune response in mucosa [GO:0002227]; killing by host of symbiont cells [GO:0051873]; killing of cells of another organism [GO:0031640]; membrane disruption in another organism [GO:0051673]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of membrane permeability [GO:1905710]; protein homotetramerization [GO:0051289],"SIGNAL 1..19; /evidence=""ECO:0000255""",
P51942,reviewed,MATN1_MOUSE,Cartilage matrix protein (Matrilin-1),Matn1 Cmp Crtm,Mus musculus (Mouse),500,collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",FUNCTION: Cartilage matrix protein is a major component of the extracellular matrix of non-articular cartilage. It binds to collagen.,54421,,chondrocyte differentiation [GO:0002062]; extracellular matrix organization [GO:0030198]; growth plate cartilage chondrocyte morphogenesis [GO:0003429]; regulation of bone mineralization [GO:0030500],"SIGNAL 1..29; /evidence=""ECO:0000255""",
P55066,reviewed,NCAN_MOUSE,Neurocan core protein (Chondroitin sulfate proteoglycan 3),Ncan Cspg3,Mus musculus (Mouse),1268,extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; perineuronal net [GO:0072534]; plasma membrane [GO:0005886]; synapse [GO:0045202],SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,FUNCTION: May modulate neuronal adhesion and neurite growth during development by binding to neural cell adhesion molecules (NG-CAM and N-CAM). Chondroitin sulfate proteoglycan; binds to hyaluronic acid.,137200,TISSUE SPECIFICITY: Brain.,cell adhesion [GO:0007155]; central nervous system development [GO:0007417]; regulation of synapse structural plasticity [GO:0051823]; skeletal system development [GO:0001501],"SIGNAL 1..22; /evidence=""ECO:0000255""",
P57110,reviewed,ATS8_MOUSE,"A disintegrin and metalloproteinase with thrombospondin motifs 8, ADAM-TS 8, ADAM-TS8, ADAMTS-8, EC 3.4.24.- (METH-2)",Adamts8,Mus musculus (Mouse),905,collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",FUNCTION: Has anti-angiogenic properties. {ECO:0000250}.,98880,TISSUE SPECIFICITY: Expressed specifically in adult lung and heart and low expression during mouse development.,extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508],"SIGNAL 1..28; /evidence=""ECO:0000255""",
P57785,reviewed,LFTY2_MOUSE,Left-right determination factor 2 (Left-right determination factor B) (Protein lefty-2) (Protein lefty-B),Lefty2 Leftb,Mus musculus (Mouse),368,extracellular region [GO:0005576]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Required for left-right asymmetry determination of organ systems in mammals.,41175,,BMP signaling pathway [GO:0030509]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; SMAD protein signal transduction [GO:0060395],"SIGNAL 1..21; /evidence=""ECO:0000250""",
P59509,reviewed,ATS19_MOUSE,"A disintegrin and metalloproteinase with thrombospondin motifs 19, ADAM-TS 19, ADAM-TS19, ADAMTS-19, EC 3.4.24.-",Adamts19,Mus musculus (Mouse),1210,extracellular matrix [GO:0031012]; extracellular region [GO:0005576],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",,134561,"TISSUE SPECIFICITY: Expressed predominantly in fetal ovary, low levels of expression is also detected in kidney, heart, skeletal muscle, lung and testis.",extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508],"SIGNAL 1..30; /evidence=""ECO:0000255""",
P63075,reviewed,FGF17_MOUSE,"Fibroblast growth factor 17, FGF-17",Fgf17,Mus musculus (Mouse),216,cytoplasm [GO:0005737]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,FUNCTION: Plays an important role in the regulation of embryonic development and as signaling molecule in the induction and patterning of the embryonic brain. Required for normal brain development.,24924,,animal organ morphogenesis [GO:0009887]; cell differentiation [GO:0030154]; fibroblast growth factor receptor signaling pathway [GO:0008543]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of protein phosphorylation [GO:0001934]; regulation of cell migration [GO:0030334],"SIGNAL 1..22; /evidence=""ECO:0000255""",
P70352,reviewed,NAR5_MOUSE,"Ecto-ADP-ribosyltransferase 5, EC 2.4.2.31 (ADP-ribosyltransferase C2 and C3 toxin-like 5, ARTC5) (Mono(ADP-ribosyl)transferase 5) (NAD(P)(+)--arginine ADP-ribosyltransferase 5) (YAC-2)",Art5,Mus musculus (Mouse),309,anchored component of membrane [GO:0031225]; extracellular region [GO:0005576],SUBCELLULAR LOCATION: Secreted. Membrane. Note=Membrane-associated.,,34333,TISSUE SPECIFICITY: Abundantly expressed in testis. Lower levels in cardiac and skeletal muscle.,peptidyl-arginine ADP-ribosylation [GO:0018120],"SIGNAL 1..23; /evidence=""ECO:0000255""",
P82019,reviewed,DEFB4_MOUSE,"Beta-defensin 4, BD-4, mBD-4 (Defensin, beta 4)",Defb4 Bdef4,Mus musculus (Mouse),63,extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,FUNCTION: Exhibits antimicrobial activity against Gram-negative bacteria and Gram-positive bacteria. May act as a ligand for C-C chemokine receptor CCR6. Can bind to mouse (but not human) CCR6 and induce chemotactic activity of CCR6-expressing cells (PubMed:20068036). {ECO:0000269|PubMed:20068036}.,7129,"TISSUE SPECIFICITY: Tongue, esophagus and trachea. {ECO:0000269|PubMed:10922379}.",cell chemotaxis [GO:0060326]; chemotaxis [GO:0006935]; defense response to bacterium [GO:0042742]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830],"SIGNAL 1..22; /evidence=""ECO:0000255""",
