Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Mass,Function [CC],Tissue specificity,Gene Ontology (biological process),Gene Ontology (molecular function),Signal peptide,Transit peptide
Q62136,reviewed,PTN21_MOUSE,"Tyrosine-protein phosphatase non-receptor type 21, EC 3.1.3.48 (Protein-tyrosine phosphatase PTP-RL10)",Ptpn21,Mus musculus (Mouse),1176,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.",133491,FUNCTION: May be involved in the regulation of growth and differentiation of liver cells.,TISSUE SPECIFICITY: Liver.,protein dephosphorylation [GO:0006470],protein tyrosine phosphatase activity [GO:0004725],,
Q66JX5,reviewed,CEP43_MOUSE,Centrosomal protein 43 (FGFR1 oncogene partner),Cep43 Fgfr1op,Mus musculus (Mouse),399,cell projection [GO:0042995]; centriole [GO:0005814]; centrosome [GO:0005813]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:O95684}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:O95684}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:O95684}. Note=Associated with gamma-tubulin. Localizes on both mother and daughter centrioles. Localizes to an axial position on the mother centriole. Localizes to the distal end of the centriole partly to the subdistal appendage region. {ECO:0000250|UniProtKB:O95684}.",42758,FUNCTION: Required for anchoring microtubules to the centrosomes. Required for ciliation. {ECO:0000250|UniProtKB:O95684}.,,cell projection organization [GO:0030030]; microtubule anchoring [GO:0034453]; negative regulation of protein kinase activity [GO:0006469]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284],protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein tyrosine kinase inhibitor activity [GO:0030292],,
Q68EF0,reviewed,RAB3I_MOUSE,"Rab-3A-interacting protein, Rab3A-interacting protein (Rabin-3) (SSX2-interacting protein)",Rab3ip Rabin8,Mus musculus (Mouse),428,centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi to plasma membrane transport vesicle [GO:0070319]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; proximal dendrite [GO:1990635],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q96QF0}. Nucleus {ECO:0000250|UniProtKB:Q96QF0}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q96QF0}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:Q96QF0}. Vesicle {ECO:0000250|UniProtKB:Q96QF0}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q96QF0}. Note=Predominantly cytoplasmic but a small proportion colocalizes with SSX2 in the nucleus. Activation of protein kinase C results in redistribution to the periphery of lamellipodia. {ECO:0000250|UniProtKB:Q96QF0}.",47133,"FUNCTION: Guanine nucleotide exchange factor (GEF) which may activate RAB8A and RAB8B. Promotes the exchange of GDP to GTP, converting inactive GDP-bound Rab proteins into their active GTP-bound form. Mediates the release of GDP from RAB8A and RAB8B but not from RAB3A or RAB5. Modulates actin organization and promotes polarized transport of RAB8A-specific vesicles to the cell surface. Together with RAB11A, RAB8A, the exocyst complex, PARD3, PRKCI, ANXA2, CDC42 and DNMBP promotes transcytosis of PODXL to the apical membrane initiation sites (AMIS), apical surface formation and lumenogenesis. {ECO:0000250|UniProtKB:Q96QF0}.",,cilium assembly [GO:0060271]; exocytosis [GO:0006887]; negative regulation of filopodium assembly [GO:0051490]; protein localization to organelle [GO:0033365]; protein targeting to membrane [GO:0006612],GTPase binding [GO:0051020]; guanyl-nucleotide exchange factor activity [GO:0005085]; identical protein binding [GO:0042802],,
Q68FF7,reviewed,SLAI1_MOUSE,SLAIN motif-containing protein 1,Slain1,Mus musculus (Mouse),579,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:21646404}. Note=Colocalizes with microtubules. Detected at the plus end of growing microtubules. {ECO:0000269|PubMed:21646404}.",61307,"FUNCTION: Microtubule plus-end tracking protein that might be involved in the regulation of cytoplasmic microtubule dynamics, microtubule organization and microtubule elongation. {ECO:0000269|PubMed:21646404}.","TISSUE SPECIFICITY: Expressed in embryonic stem cells (PubMed:16546155). Expressed in adult bone marrow, brain, kidney, lung, testis and thymus (PubMed:16546155, PubMed:20563991). Expressed in colon (PubMed:20563991). Isoform 1 is highly expressed in brain (PubMed:20563991). Isoform 2 is more widely expressed in bone marrow, brain, colon, kidney, lung and thymus (PubMed:20563991). {ECO:0000269|PubMed:16546155, ECO:0000269|PubMed:20563991}.",cytoplasmic microtubule organization [GO:0031122]; microtubule nucleation [GO:0007020]; positive regulation of microtubule polymerization [GO:0031116],,,
Q69Z23,reviewed,DYH17_MOUSE,Dynein axonemal heavy chain 17 (Axonemal beta dynein heavy chain 17) (Ciliary dynein heavy chain 17),Dnah17 Dnahc17 Kiaa3028,Mus musculus (Mouse),4481,axoneme [GO:0005930]; dynein complex [GO:0030286]; microtubule [GO:0005874]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157]; sperm flagellum [GO:0036126],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000250|UniProtKB:Q9UFH2}.",511603,"FUNCTION: Force generating protein component of the outer dynein arms (ODAs) in the sperm flagellum. Produces force towards the minus ends of microtubules. Dynein has ATPase activity; the force-producing power stroke is thought to occur on release of ADP. Plays a major role in sperm motility, implicated in sperm flagellar assembly and beating. {ECO:0000250|UniProtKB:Q9UFH2}.",,cilium movement [GO:0003341]; microtubule-based movement [GO:0007018]; outer dynein arm assembly [GO:0036158],ATP binding [GO:0005524]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569],,
Q6GQV0,reviewed,TEDC2_MOUSE,Tubulin epsilon and delta complex protein 2,Tedc2,Mus musculus (Mouse),436,centriole [GO:0005814]; cilium [GO:0005929]; cytoplasm [GO:0005737],"SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000269|PubMed:29459677}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:29459677}.",47848,FUNCTION: Acts as a positive regulator of ciliary hedgehog signaling. Required for centriole stability. {ECO:0000269|PubMed:29459677}.,,positive regulation of smoothened signaling pathway [GO:0045880],,,
Q6IRU2,reviewed,TPM4_MOUSE,Tropomyosin alpha-4 chain (Tropomyosin-4),Tpm4,Mus musculus (Mouse),248,actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; cortical cytoskeleton [GO:0030863]; cytoplasm [GO:0005737]; podosome [GO:0002102]; stress fiber [GO:0001725],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P09495}. Note=Associates with F-actin stress fibers. {ECO:0000250|UniProtKB:P09495}.",28468,"FUNCTION: Binds to actin filaments in muscle and non-muscle cells. Plays a central role, in association with the troponin complex, in the calcium dependent regulation of vertebrate striated muscle contraction. Smooth muscle contraction is regulated by interaction with caldesmon. In non-muscle cells is implicated in stabilizing cytoskeleton actin filaments. Binds calcium. {ECO:0000250|UniProtKB:P09495, ECO:0000250|UniProtKB:P67936}.",,actin filament organization [GO:0007015]; muscle contraction [GO:0006936],actin filament binding [GO:0051015]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803],,
Q6NS57,reviewed,MABP1_MOUSE,"Mitogen-activated protein kinase-binding protein 1 (JNK-binding protein 1, JNKBP-1)",Mapkbp1 Jnkbp1 Kiaa0596,Mus musculus (Mouse),1503,cytoplasm [GO:0005737]; mitotic spindle pole [GO:0097431]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:O60336}. Nucleus {ECO:0000250|UniProtKB:O60336}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:O60336}. Note=Not detected in the cilium. Localized around the poles of the mitotic spindle from prophase to anaphase in mitotic cells. {ECO:0000250|UniProtKB:O60336}.",162892,"FUNCTION: Negative regulator of NOD2 function. It down-regulates NOD2-induced processes such as activation of NF-kappa-B signaling, IL8 secretion and antibacterial response (By similarity). Involved in JNK signaling pathway (PubMed:10471813). {ECO:0000250|UniProtKB:O60336, ECO:0000269|PubMed:10471813}.",TISSUE SPECIFICITY: Ubiquitously expressed. Highest expression observed in brain. {ECO:0000269|PubMed:10471813}.,negative regulation of defense response to bacterium [GO:1900425]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of interleukin-8 production [GO:0032717]; positive regulation of JNK cascade [GO:0046330],,,
Q6NWW5,reviewed,KIF24_MOUSE,Kinesin-like protein KIF24,Kif24,Mus musculus (Mouse),1356,centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; protein-containing complex [GO:0032991],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:Q5T7B8}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q5T7B8}. Note=Primarily localizes to the mother centriole/basal body and is either absent at daughter centriole. {ECO:0000250|UniProtKB:Q5T7B8}.",150207,"FUNCTION: Microtubule-dependent motor protein that acts as a negative regulator of ciliogenesis by mediating recruitment of CCP110 to mother centriole in cycling cells, leading to restrict nucleation of cilia at centrioles. Mediates depolymerization of microtubules of centriolar origin, possibly to suppress aberrant cilia formation. Following activation by NEK2 involved in disassembly of primary cilium during G2/M phase but does not disassemble fully formed ciliary axonemes. As cilium assembly and disassembly is proposed to coexist in a dynamic equilibrium may suppress nascent cilium assembly and, potentially, ciliar re-assembly in cells that have already disassembled their cilia ensuring the completion of cilium removal in the later stages of the cell cycle (By similarity). Plays an important role in recruiting MPHOSPH9, a negative regulator of cilia formation to the distal end of mother centriole (By similarity). {ECO:0000250|UniProtKB:Q5T7B8}.","TISSUE SPECIFICITY: Expressed in brain, spinal cord, and small intestine. {ECO:0000269|PubMed:11416179}.",cilium assembly [GO:0060271]; microtubule depolymerization [GO:0007019]; microtubule-based movement [GO:0007018]; negative regulation of cilium assembly [GO:1902018],ATP binding [GO:0005524]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777],,
Q6P5D4,reviewed,CP135_MOUSE,"Centrosomal protein of 135 kDa, Cep135 (Centrosomal protein 4)",Cep135 Cep4 Kiaa0635,Mus musculus (Mouse),1140,centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:11781336}. Note=During centriole biogenesis, it is concentrated within the proximal lumen of both parental centrioles and procentrioles. {ECO:0000250|UniProtKB:Q66GS9}.",133345,"FUNCTION: Centrosomal protein involved in centriole biogenesis. Acts as a scaffolding protein during early centriole biogenesis. Required for the targeting of centriole satellite proteins to centrosomes such as of PCM1, SSX2IP and CEP290 and recruitment of WRAP73 to centrioles. Also required for centriole-centriole cohesion during interphase by acting as a platform protein for CEP250 at the centriole. Required for the recruitment of CEP295 to the proximal end of new-born centrioles at the centriolar microtubule wall during early S phase in a PLK4-dependent manner (By similarity). {ECO:0000250|UniProtKB:Q66GS9}.",,centriole replication [GO:0007099]; centriole-centriole cohesion [GO:0010457]; positive regulation of establishment of protein localization [GO:1904951]; positive regulation of non-motile cilium assembly [GO:1902857],protein C-terminus binding [GO:0008022],,
Q6P9L6,reviewed,KIF15_MOUSE,Kinesin-like protein KIF15 (Kinesin-like protein 2) (Kinesin-like protein 7),Kif15 Klp2 Knsl7,Mus musculus (Mouse),1387,cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; spindle [GO:0005819],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Note=Detected during the interphase in the cytoplasm as finely punctuate pattern and irregularly shaped dots. Localizes at the spindle poles and microtubules prior to anaphase. Localizes at the central spindle at anaphase. Localizes at the sites of invaginating cell membranes, a position that corresponds to the location of the contractile actomyosin ring of dividing cells. Colocalizes with actin in interphase. Colocalizes in dendrites and in growth cone of axons with microtubules. Colocalizes with TPX2 in mitosis (By similarity). {ECO:0000250}.",160120,FUNCTION: Plus-end directed kinesin-like motor enzyme involved in mitotic spindle assembly. {ECO:0000250}.,"TISSUE SPECIFICITY: Expressed in brain (neurons in the external germinal layer of the cerebellum and in ventricular zones) (at protein level). Expressed in spleen and testis. {ECO:0000269|PubMed:14618103, ECO:0000269|PubMed:9275178}.",microtubule-based movement [GO:0007018]; regulation of mitotic spindle assembly [GO:1901673],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777],,
Q6PDL0,reviewed,DC1L2_MOUSE,"Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic)",Dync1li2 Dncli2 Dnclic2,Mus musculus (Mouse),492,centrosome [GO:0005813]; cytoplasmic dynein complex [GO:0005868]; dynein complex [GO:0030286]; kinetochore [GO:0000776]; late endosome [GO:0005770]; lysosome [GO:0005764]; microtubule [GO:0005874],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.",54218,FUNCTION: Acts as one of several non-catalytic accessory components of the cytoplasmic dynein 1 complex that are thought to be involved in linking dynein to cargos and to adapter proteins that regulate dynein function. Cytoplasmic dynein 1 acts as a motor for the intracellular retrograde motility of vesicles and organelles along microtubules. May play a role in binding dynein to membranous organelles or chromosomes (By similarity). {ECO:0000250}.,,cellular response to nerve growth factor stimulus [GO:1990090]; centrosome localization [GO:0051642]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based movement [GO:0007018],ATP binding [GO:0005524]; dynein heavy chain binding [GO:0045504]; identical protein binding [GO:0042802],,
Q6PDY0,reviewed,CC85B_MOUSE,"Coiled-coil domain-containing protein 85B (Hepatitis delta antigen-interacting protein A homolog, Delta-interacting protein A homolog)",Ccdc85b Dipa,Mus musculus (Mouse),202,adherens junction [GO:0005912]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15644333, ECO:0000269|PubMed:22666460}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q15834}. Cell junction, adherens junction {ECO:0000250|UniProtKB:Q15834}.",22133,"FUNCTION: Functions as a transcriptional repressor. May inhibit the activity of CTNNB1 in a TP53-dependent manner and thus regulate cell growth. May function in adipocyte differentiation, negatively regulating mitotic clonal expansion (PubMed:15644333, PubMed:22666460). Plays a role in cell-cell adhesion and epithelium development through its interaction with proteins of the beta-catenin family (By similarity). {ECO:0000250|UniProtKB:A2CEM9, ECO:0000269|PubMed:15644333, ECO:0000269|PubMed:22666460}.",TISSUE SPECIFICITY: Expressed in white and brown adipose tissue. {ECO:0000269|PubMed:15644333}.,"cell differentiation [GO:0030154]; negative regulation of cell growth [GO:0030308]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of transcription, DNA-templated [GO:0045892]",delta-catenin binding [GO:0070097],,
Q6ZPU9,reviewed,KBP_MOUSE,KIF-binding protein (KIF1-binding protein),Kifbp Kbp Kiaa1279 Kif1bp,Mus musculus (Mouse),617,cytoskeleton [GO:0005856]; mitochondrion [GO:0005739],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q96EK5}.",71052,"FUNCTION: Required for neuronal development and differentiation. Required for organization of axonal microtubules, and axonal outgrowth and maintenance during peripheral and central nervous system development. {ECO:0000269|PubMed:20621975}.",TISSUE SPECIFICITY: In th embryo it is expressed in cortical neurons; expression increases during neuronal development. {ECO:0000269|PubMed:20621975}.,central nervous system projection neuron axonogenesis [GO:0021952]; in utero embryonic development [GO:0001701]; microtubule cytoskeleton organization [GO:0000226]; mitochondrial transport [GO:0006839]; neuron projection maintenance [GO:1990535],kinesin binding [GO:0019894],,
Q6ZQ06,reviewed,CE162_MOUSE,"Centrosomal protein of 162 kDa, Cep162 (Protein QN1 homolog)",Cep162 Kiaa1009 Qn1,Mus musculus (Mouse),1403,axonemal microtubule [GO:0005879]; centriolar satellite [GO:0034451]; centriole [GO:0005814]; centrosome [GO:0005813]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; spindle [GO:0005819],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Nucleus {ECO:0000250}. Note=Localizes to the distal end of centrioles throughout the cell cycle. During ciliogenesis, found at the cilia base. Localizes to spindle microtubules during mitosis (By similarity). {ECO:0000250}.",160855,"FUNCTION: Required to promote assembly of the transition zone in primary cilia. Acts by specifically recognizing and binding the axonemal microtubule. Localizes to the distal ends of centrioles before ciliogenesis and directly binds to axonemal microtubule, thereby promoting and restricting transition zone formation specifically at the cilia base. Required to mediate CEP290 association with microtubules (By similarity). {ECO:0000250}.",,cilium assembly [GO:0060271],,,
Q6ZQ12,reviewed,NINL_MOUSE,Ninein-like protein,Ninl Kiaa0980 Nlp,Mus musculus (Mouse),1394,centrosome [GO:0005813]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q9Y2I6}. Cytoplasm {ECO:0000250|UniProtKB:Q9Y2I6}. Note=In interphase cells, NLP is transported to the centrosomes by the dynein-dynactin motor complex. During centrosome maturation, PLK1 directly phosphorylates NLP resulting in its release into the cytoplasm. {ECO:0000250|UniProtKB:Q9Y2I6}.",157838,"FUNCTION: Involved in the microtubule organization in interphase cells. Overexpression induces the fragmentation of the Golgi, and causes lysosomes to disperse toward the cell periphery; it also interferes with mitotic spindle assembly (By similarity). {ECO:0000250}.",,microtubule anchoring at centrosome [GO:0034454],calcium ion binding [GO:0005509],,
Q71FD7,reviewed,FBLI1_MOUSE,"Filamin-binding LIM protein 1, FBLP-1 (CSX-associated LIM)",Fblim1 Cal,Mus musculus (Mouse),375,cell junction [GO:0030054]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; focal adhesion [GO:0005925]; stress fiber [GO:0001725],"SUBCELLULAR LOCATION: Cell junction, focal adhesion {ECO:0000250|UniProtKB:Q8WUP2}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:Q8WUP2}. Note=Associated with actin stress fiber at cell-ECM focal adhesion sites. Recruited and localized at actin stress fibers and clustered at cell-EMC adhesion sites through interaction with FERMT2. {ECO:0000250|UniProtKB:Q8WUP2}.",41026,FUNCTION: Serves as an anchoring site for cell-ECM adhesion proteins and filamin-containing actin filaments. Is implicated in cell shape modulation (spreading) and motility. May participate in the regulation of filamin-mediated cross-linking and stabilization of actin filaments. May also regulate the assembly of filamin-containing signaling complexes that control actin assembly. Promotes dissociation of FLNA from ITGB3 and ITGB7. Promotes activation of integrins and regulates integrin-mediated cell-cell adhesion (By similarity). {ECO:0000250}.,,cell-cell adhesion [GO:0098609]; regulation of cell shape [GO:0008360]; regulation of integrin activation [GO:0033623],filamin binding [GO:0031005]; metal ion binding [GO:0046872],,
Q71LX4,reviewed,TLN2_MOUSE,Talin-2,Tln2,Mus musculus (Mouse),2375,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; fascia adherens [GO:0005916]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Y4G6}. Cell junction, focal adhesion {ECO:0000250|UniProtKB:Q9Y4G6}. Synapse {ECO:0000250|UniProtKB:Q9Y4G6}. Cell membrane {ECO:0000250|UniProtKB:Q9Y4G6}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9Y4G6}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9Y4G6}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9Y4G6}. Note=Focal adhesion plaques and synapses. {ECO:0000250|UniProtKB:Q9Y4G6}.",253621,"FUNCTION: As a major component of focal adhesion plaques that links integrin to the actin cytoskeleton, may play an important role in cell adhesion. Recruits PIP5K1C to focal adhesion plaques and strongly activates its kinase activity (By similarity). {ECO:0000250}.",,cell-cell adhesion [GO:0098609],actin filament binding [GO:0051015]; integrin binding [GO:0005178]; structural constituent of cytoskeleton [GO:0005200],,
Q78HU3,reviewed,MB12A_MOUSE,Multivesicular body subunit 12A (ESCRT-I complex subunit MVB12A) (Protein FAM125A),Mvb12a Fam125a,Mus musculus (Mouse),271,centrosome [GO:0005813]; cytosol [GO:0005829]; ESCRT I complex [GO:0000813]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; nucleus [GO:0005634]; vesicle [GO:0031982],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Nucleus {ECO:0000250}. Endosome. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Late endosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=Colocalizes with F-actin. Some fraction may be nuclear (By similarity). {ECO:0000250}.",28705,"FUNCTION: Component of the ESCRT-I complex, a regulator of vesicular trafficking process. Required for the sorting of endocytic ubiquitinated cargos into multivesicular bodies. May be involved in the ligand-mediated internalization and down-regulation of EGF receptor (By similarity). {ECO:0000250}.",,endosome to lysosome transport via multivesicular body sorting pathway [GO:0032510]; protein transport [GO:0015031]; receptor catabolic process [GO:0032801]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; viral budding [GO:0046755]; virus maturation [GO:0019075],lipid binding [GO:0008289]; SH3 domain binding [GO:0017124]; ubiquitin binding [GO:0043130],,
Q7TNG5,reviewed,EMAL2_MOUSE,"Echinoderm microtubule-associated protein-like 2, EMAP-2",Eml2,Mus musculus (Mouse),649,cytoplasm [GO:0005737]; microtubule [GO:0005874]; mitotic spindle [GO:0072686],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:O95834}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:O95834}. Note=Colocalizes with the microtubule cytoskeleton. Colocalizes with the mitotic spindle. {ECO:0000250|UniProtKB:O95834}.",70734,"FUNCTION: Tubulin binding protein that inhibits microtubule nucleation and growth, resulting in shorter microtubules. {ECO:0000250|UniProtKB:O95834}.",,microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule polymerization [GO:0031115]; regulation of microtubule nucleation [GO:0010968],microtubule binding [GO:0008017]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; signaling receptor binding [GO:0005102]; tubulin binding [GO:0015631],,
Q7TPM6,reviewed,FSD1_MOUSE,Fibronectin type III and SPRY domain-containing protein 1,Fsd1,Mus musculus (Mouse),496,centrosome [GO:0005813]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Cleavage furrow {ECO:0000250}. Note=Cell-cycle-dependent association with the centrosome. Colocalizes with a subpopulation of microtubules. Does not associates with microtubules during mitosis but reassociates with microtubules during cytokinesis. Localizes to the central portions of a small subset of microtubules in interphase cells and a subpopulation of microtubules in the cleavage furrow, not present in the mitotic spindle (By similarity). {ECO:0000250}.",55525,FUNCTION: May be involved in microtubule organization and stabilization. {ECO:0000250}.,,cell cycle [GO:0007049]; cell division [GO:0051301]; cytoplasmic microtubule organization [GO:0031122]; regulation of cell division [GO:0051302]; regulation of cytokinesis [GO:0032465]; regulation of mitotic spindle organization [GO:0060236],identical protein binding [GO:0042802]; microtubule binding [GO:0008017],,
Q7TPW1,reviewed,NEXN_MOUSE,Nexilin (F-actin-binding protein),Nexn,Mus musculus (Mouse),607,actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; axon [GO:0030424]; cell-substrate junction [GO:0030055]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q0ZGT2, ECO:0000250|UniProtKB:Q9Z2J4}. Cell junction, adherens junction {ECO:0000250|UniProtKB:Q0ZGT2, ECO:0000250|UniProtKB:Q9Z2J4}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250|UniProtKB:Q9Z2J4}. Note=Localizes to the cell-matrix AJ. Not found at the cell-cell AJ. {ECO:0000250|UniProtKB:Q0ZGT2, ECO:0000250|UniProtKB:Q9Z2J4}.",72108,FUNCTION: Involved in regulating cell migration through association with the actin cytoskeleton. Has an essential role in the maintenance of Z line and sarcomere integrity. {ECO:0000250}.,,axon guidance [GO:0007411]; dendrite self-avoidance [GO:0070593]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; regulation of cell migration [GO:0030334]; regulation of cytoskeleton organization [GO:0051493]; response to bacterium [GO:0009617],actin filament binding [GO:0051015]; cell-cell adhesion mediator activity [GO:0098632]; structural constituent of muscle [GO:0008307],,
Q7TS74,reviewed,CKP2L_MOUSE,"Cytoskeleton-associated protein 2-like (Radial fiber and mitotic spindle protein, Radmis)",Ckap2l,Mus musculus (Mouse),745,centrosome [GO:0005813]; cytosol [GO:0005829]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:24260314, ECO:0000269|PubMed:25439729}. Note=Uniformly distributed along each microtubule bundle of spindles in addition to centrioles during mitosis, expression promptly diminishes at interphase.",82999,FUNCTION: Microtubule-associated protein required for mitotic spindle formation and cell-cycle progression in neural progenitor cells. {ECO:0000269|PubMed:24260314}.,"TISSUE SPECIFICITY: Highly expressed in regions of active neurogenesis and neural stem/progenitor cells (NSPCs), both embryonic and adult, not detected in lung, liver, kidney, heart, and skeletal muscle. {ECO:0000269|PubMed:24260314}.",,,,
