Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Mass,Function [CC],Tissue specificity,Gene Ontology (biological process),Gene Ontology (molecular function),Signal peptide,Transit peptide
Q96RK4,reviewed,BBS4_HUMAN,Bardet-Biedl syndrome 4 protein,BBS4,Homo sapiens (Human),519,BBSome [GO:0034464]; centriolar satellite [GO:0034451]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary membrane [GO:0060170]; ciliary transition zone [GO:0035869]; cilium [GO:0005929]; cytosol [GO:0005829]; motile cilium [GO:0031514]; non-motile cilium [GO:0097730]; nucleus [GO:0005634]; pericentriolar material [GO:0000242]; photoreceptor connecting cilium [GO:0032391]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cell projection, cilium membrane {ECO:0000250}. Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000250}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q8C1Z7}. Cell projection, cilium {ECO:0000250|UniProtKB:Q8C1Z7}. Note=Localizes to the pericentriolar material. Centrosomal localization requires dynein (By similarity). Localizes to the connecting cilium of photoreceptor cells (By similarity). {ECO:0000250|UniProtKB:Q8C1Z7}.",58282,"FUNCTION: The BBSome complex is thought to function as a coat complex required for sorting of specific membrane proteins to the primary cilia. The BBSome complex is required for ciliogenesis but is dispensable for centriolar satellite function. This ciliogenic function is mediated in part by the Rab8 GDP/GTP exchange factor, which localizes to the basal body and contacts the BBSome. Rab8(GTP) enters the primary cilium and promotes extension of the ciliary membrane. Firstly the BBSome associates with the ciliary membrane and binds to RAB3IP/Rabin8, the guanosyl exchange factor (GEF) for Rab8 and then the Rab8-GTP localizes to the cilium and promotes docking and fusion of carrier vesicles to the base of the ciliary membrane. The BBSome complex, together with the LTZL1, controls SMO ciliary trafficking and contributes to the sonic hedgehog (SHH) pathway regulation. Required for proper BBSome complex assembly and its ciliary localization. Required for microtubule anchoring at the centrosome but not for microtubule nucleation. May be required for the dynein-mediated transport of pericentriolar proteins to the centrosome. {ECO:0000269|PubMed:15107855, ECO:0000269|PubMed:17574030, ECO:0000269|PubMed:22072986}.",TISSUE SPECIFICITY: Ubiquitously expressed. The highest level of expression is found in the kidney.,adult behavior [GO:0030534]; brain morphogenesis [GO:0048854]; centrosome cycle [GO:0007098]; cerebral cortex development [GO:0021987]; cilium assembly [GO:0060271]; dendrite development [GO:0016358]; face development [GO:0060324]; fat cell differentiation [GO:0045444]; fat pad development [GO:0060613]; gene expression [GO:0010467]; heart looping [GO:0001947]; hippocampus development [GO:0021766]; intracellular transport [GO:0046907]; maintenance of protein location in nucleus [GO:0051457]; melanosome transport [GO:0032402]; microtubule anchoring at centrosome [GO:0034454]; microtubule cytoskeleton organization [GO:0000226]; mitotic cytokinesis [GO:0000281]; negative regulation of actin filament polymerization [GO:0030837]; negative regulation of appetite by leptin-mediated signaling pathway [GO:0038108]; negative regulation of gene expression [GO:0010629]; negative regulation of GTPase activity [GO:0034260]; negative regulation of systemic arterial blood pressure [GO:0003085]; neural tube closure [GO:0001843]; neuron migration [GO:0001764]; non-motile cilium assembly [GO:1905515]; photoreceptor cell maintenance [GO:0045494]; photoreceptor cell outer segment organization [GO:0035845]; positive regulation of cilium assembly [GO:0045724]; positive regulation of multicellular organism growth [GO:0040018]; protein localization to centrosome [GO:0071539]; protein localization to cilium [GO:0061512]; protein localization to organelle [GO:0033365]; protein localization to photoreceptor outer segment [GO:1903546]; protein transport [GO:0015031]; regulation of cilium beat frequency involved in ciliary motility [GO:0060296]; regulation of cytokinesis [GO:0032465]; regulation of lipid metabolic process [GO:0019216]; regulation of non-motile cilium assembly [GO:1902855]; regulation of stress fiber assembly [GO:0051492]; retina homeostasis [GO:0001895]; retinal rod cell development [GO:0046548]; sensory perception of smell [GO:0007608]; sensory processing [GO:0050893]; social behavior [GO:0035176]; spermatid development [GO:0007286]; striatum development [GO:0021756]; ventricular system development [GO:0021591]; visual perception [GO:0007601],alpha-tubulin binding [GO:0043014]; beta-tubulin binding [GO:0048487]; dynactin binding [GO:0034452]; protein-macromolecule adaptor activity [GO:0030674]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629],,
Q96RT7,reviewed,GCP6_HUMAN,"Gamma-tubulin complex component 6, GCP-6",TUBGCP6 GCP6 KIAA1669,Homo sapiens (Human),1819,centrosome [GO:0005813]; cytosol [GO:0005829]; equatorial microtubule organizing center [GO:0000923]; gamma-tubulin complex [GO:0000930]; gamma-tubulin large complex [GO:0000931]; gamma-tubulin small complex [GO:0008275]; membrane [GO:0016020]; microtubule [GO:0005874]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:11694571, ECO:0000269|PubMed:14654843}.",200498,FUNCTION: Gamma-tubulin complex is necessary for microtubule nucleation at the centrosome. {ECO:0000269|PubMed:11694571}.,,cytoplasmic microtubule organization [GO:0031122]; meiotic cell cycle [GO:0051321]; microtubule nucleation [GO:0007020]; mitotic cell cycle [GO:0000278]; spindle assembly [GO:0051225],gamma-tubulin binding [GO:0043015]; microtubule binding [GO:0008017],,
Q96RT8,reviewed,GCP5_HUMAN,"Gamma-tubulin complex component 5, GCP-5",TUBGCP5 GCP5 KIAA1899,Homo sapiens (Human),1024,centrosome [GO:0005813]; cytosol [GO:0005829]; equatorial microtubule organizing center [GO:0000923]; gamma-tubulin complex [GO:0000930]; gamma-tubulin large complex [GO:0000931]; microtubule [GO:0005874]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843}.",118321,FUNCTION: Gamma-tubulin complex is necessary for microtubule nucleation at the centrosome.,"TISSUE SPECIFICITY: Widely expressed, with highest levels in heart and skeletal muscle and moderate levels in brain. {ECO:0000269|PubMed:14508708}.",cytoplasmic microtubule organization [GO:0031122]; meiotic cell cycle [GO:0051321]; microtubule nucleation [GO:0007020]; mitotic cell cycle [GO:0000278]; spindle assembly [GO:0051225],gamma-tubulin binding [GO:0043015]; microtubule binding [GO:0008017],,
Q96RU3,reviewed,FNBP1_HUMAN,"Formin-binding protein 1 (Formin-binding protein 17, hFBP17)",FNBP1 FBP17 KIAA0554,Homo sapiens (Human),617,cell cortex [GO:0005938]; clathrin-coated pit [GO:0005905]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, cytoskeleton. Cytoplasm, cell cortex. Lysosome. Cytoplasmic vesicle. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Membrane, clathrin-coated pit. Note=Enriched in cortical regions coincident with F-actin. Also localizes to endocytic vesicles and lysosomes.",71307,"FUNCTION: May act as a link between RND2 signaling and regulation of the actin cytoskeleton (By similarity). Required to coordinate membrane tubulation with reorganization of the actin cytoskeleton during the late stage of clathrin-mediated endocytosis. Binds to lipids such as phosphatidylinositol 4,5-bisphosphate and phosphatidylserine and promotes membrane invagination and the formation of tubules. Also enhances actin polymerization via the recruitment of WASL/N-WASP, which in turn activates the Arp2/3 complex. Actin polymerization may promote the fission of membrane tubules to form endocytic vesicles. May be required for the lysosomal retention of FASLG/FASL. {ECO:0000250, ECO:0000269|PubMed:15252009, ECO:0000269|PubMed:16318909, ECO:0000269|PubMed:16326391, ECO:0000269|PubMed:16418535, ECO:0000269|PubMed:17512409}.","TISSUE SPECIFICITY: Very highly expressed in the epithelial cells of the gastrointestinal tract, respiratory, reproductive and urinary systems. Also highly expressed in brown adipose tissue, cardiomyocytes, enteric ganglia and glucagon producing cells of the pancreas. Expressed in germ cells of the testis and all regions of the brain. {ECO:0000269|PubMed:11438682, ECO:0000269|PubMed:15252009}.",endocytosis [GO:0006897]; signal transduction [GO:0007165],identical protein binding [GO:0042802]; lipid binding [GO:0008289],,
Q96RY7,reviewed,IF140_HUMAN,Intraflagellar transport protein 140 homolog (WD and tetratricopeptide repeats protein 2),IFT140 KIAA0590 WDTC2,Homo sapiens (Human),1462,axoneme [GO:0005930]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cone photoreceptor outer segment [GO:0120199]; intraciliary transport particle A [GO:0030991]; photoreceptor connecting cilium [GO:0032391],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:22503633, ECO:0000269|PubMed:26968735}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:23418020}. Cell projection, cilium {ECO:0000269|PubMed:22503633, ECO:0000269|PubMed:26968735, ECO:0000269|PubMed:27932497}.",165193,"FUNCTION: Component of the IFT complex A (IFT-A), a complex required for retrograde ciliary transport and entry into cilia of G protein-coupled receptors (GPCRs) (PubMed:20889716, PubMed:22503633). Plays a pivotal role in proper development and function of ciliated cells through its role in ciliogenesis and/or cilium maintenance (PubMed:22503633). Required for the development and maintenance of the outer segments of rod and cone photoreceptor cells. Plays a role in maintenance and the delivery of opsin to the outer segment of photoreceptor cells (By similarity). {ECO:0000250|UniProtKB:E9PY46, ECO:0000269|PubMed:20889716, ECO:0000269|PubMed:22503633, ECO:0000269|PubMed:28724397}.",,cilium assembly [GO:0060271]; determination of left/right symmetry [GO:0007368]; embryonic brain development [GO:1990403]; embryonic camera-type eye development [GO:0031076]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic digit morphogenesis [GO:0042733]; heart development [GO:0007507]; intraciliary retrograde transport [GO:0035721]; intraciliary transport [GO:0042073]; neural tube patterning [GO:0021532]; non-motile cilium assembly [GO:1905515]; photoreceptor cell outer segment organization [GO:0035845]; protein localization to cilium [GO:0061512]; regulation of cilium assembly [GO:1902017]; regulation of smoothened signaling pathway [GO:0008589],,,
Q96SB3,reviewed,NEB2_HUMAN,Neurabin-2 (Neurabin-II) (Protein phosphatase 1 regulatory subunit 9B) (Spinophilin),PPP1R9B PPP1R6,Homo sapiens (Human),817,actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytoplasmic side of dendritic spine plasma membrane [GO:1990780]; dendrite [GO:0030425]; dendritic spine head [GO:0044327]; dendritic spine neck [GO:0044326]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein phosphatase type 1 complex [GO:0000164]; ruffle membrane [GO:0032587],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Nucleus {ECO:0000250}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:O35274}. Postsynaptic density {ECO:0000250|UniProtKB:O35274}. Synapse. Cell junction, adherens junction {ECO:0000250}. Cytoplasm. Cell membrane. Cell projection, lamellipodium. Cell projection, filopodium. Cell projection, ruffle membrane. Note=Enriched at synapse and cadherin-based cell-cell adhesion sites. In neurons, both cytosolic and membrane-associated, and highly enriched in the postsynaptic density apposed to exitatory synapses. Colocalizes with PPP1R2 at actin-rich adherens junctions in epithelial cells and in dendritic spines (By similarity). Accumulates in the lamellipodium, filopodium and ruffle membrane in response to hepatocyte growth factor (HGF) treatment. {ECO:0000250}.",89334,"FUNCTION: Seems to act as a scaffold protein in multiple signaling pathways. Modulates excitatory synaptic transmission and dendritic spine morphology. Binds to actin filaments (F-actin) and shows cross-linking activity. Binds along the sides of the F-actin. May play an important role in linking the actin cytoskeleton to the plasma membrane at the synaptic junction. Believed to target protein phosphatase 1/PP1 to dendritic spines, which are rich in F-actin, and regulates its specificity toward ion channels and other substrates, such as AMPA-type and NMDA-type glutamate receptors. Plays a role in regulation of G-protein coupled receptor signaling, including dopamine D2 receptors and alpha-adrenergic receptors. May establish a signaling complex for dopaminergic neurotransmission through D2 receptors by linking receptors downstream signaling molecules and the actin cytoskeleton. Binds to ADRA1B and RGS2 and mediates regulation of ADRA1B signaling. May confer to Rac signaling specificity by binding to both, RacGEFs and Rac effector proteins. Probably regulates p70 S6 kinase activity by forming a complex with TIAM1 (By similarity). Required for hepatocyte growth factor (HGF)-induced cell migration. {ECO:0000250, ECO:0000269|PubMed:19151759}.",,actin filament depolymerization [GO:0030042]; actin filament organization [GO:0007015]; aging [GO:0007568]; calcium-mediated signaling [GO:0019722]; cell migration [GO:0016477]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to estradiol stimulus [GO:0071392]; cellular response to morphine [GO:0071315]; cellular response to peptide [GO:1901653]; cellular response to xenobiotic stimulus [GO:0071466]; cerebral cortex development [GO:0021987]; dendrite development [GO:0016358]; developmental process involved in reproduction [GO:0003006]; filopodium assembly [GO:0046847]; hippocampus development [GO:0021766]; learning [GO:0007612]; male mating behavior [GO:0060179]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of cell growth [GO:0030308]; negative regulation of phosphoprotein phosphatase activity [GO:0032515]; neuron projection development [GO:0031175]; positive regulation of protein localization to actin cortical patch [GO:1904372]; positive regulation of protein localization to plasma membrane [GO:1903078]; protein localization to actin cytoskeleton [GO:1903119]; protein localization to cell periphery [GO:1990778]; regulation of cell cycle [GO:0051726]; regulation of cell growth by extracellular stimulus [GO:0001560]; regulation of cell population proliferation [GO:0042127]; regulation of exit from mitosis [GO:0007096]; regulation of opioid receptor signaling pathway [GO:2000474]; regulation of protein phosphorylation [GO:0001932]; reproductive system development [GO:0061458]; response to amphetamine [GO:0001975]; response to clozapine [GO:0097338]; response to immobilization stress [GO:0035902]; response to kainic acid [GO:1904373]; response to L-phenylalanine derivative [GO:1904386]; response to nicotine [GO:0035094]; response to prostaglandin E [GO:0034695]; response to steroid hormone [GO:0048545]; RNA splicing [GO:0008380],actin filament binding [GO:0051015]; D2 dopamine receptor binding [GO:0031749]; kinase binding [GO:0019900]; protein C-terminus binding [GO:0008022]; protein kinase activity [GO:0004672]; protein phosphatase 1 binding [GO:0008157]; protein phosphatase inhibitor activity [GO:0004864]; transmembrane transporter binding [GO:0044325],,
Q96SN8,reviewed,CK5P2_HUMAN,CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215),CDK5RAP2 CEP215 KIAA1633,Homo sapiens (Human),1893,cell junction [GO:0030054]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]; microtubule plus-end [GO:0035371]; mitotic spindle pole [GO:0097431]; pericentriolar material [GO:0000242]; perinuclear region of cytoplasm [GO:0048471]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:19553473, ECO:0000269|PubMed:25503564, ECO:0000269|PubMed:25657325, ECO:0000269|PubMed:26482847, ECO:0000269|PubMed:26485573, ECO:0000269|PubMed:29162697, ECO:0000269|PubMed:31974111}. Golgi apparatus {ECO:0000269|PubMed:20466722}. Cytoplasm {ECO:0000269|PubMed:19553473}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:19553473, ECO:0000269|PubMed:26485573}. Note=Found in the pericentriolar region adhering to the surface of the centrosome and in the region of the centrosomal appendages. Localizes to microtubule plus ends in the presence of EB1/MAPRE1. Localization to centrosomes versus Golgi apparatus may be cell type-dependent. For instance, in SK-BR-3 and HEK293F cells, localizes to centrosomes but not to the Golgi apparatus (PubMed:29162697). {ECO:0000269|PubMed:19553473, ECO:0000269|PubMed:26485573, ECO:0000269|PubMed:29162697}.",215038,"FUNCTION: Potential regulator of CDK5 activity via its interaction with CDK5R1. Negative regulator of centriole disengagement (licensing) which maintains centriole engagement and cohesion. Involved in regulation of mitotic spindle orientation (By similarity). Plays a role in the spindle checkpoint activation by acting as a transcriptional regulator of both BUBR1 and MAD2 promoter. Together with EB1/MAPRE1, may promote microtubule polymerization, bundle formation, growth and dynamics at the plus ends. Regulates centrosomal maturation by recruitment of the gamma-tubulin ring complex (gamma-TuRC) onto centrosomes (PubMed:26485573). In complex with PDE4DIP isoform 13/MMG8/SMYLE, MAPRE1 and AKAP9, contributes to microtubules nucleation and extension from the centrosome to the cell periphery (PubMed:29162697). Required for the recruitment of AKAP9 to centrosomes (PubMed:29162697). Plays a role in neurogenesis (By similarity). {ECO:0000250|UniProtKB:Q8K389, ECO:0000269|PubMed:17959831, ECO:0000269|PubMed:18042621, ECO:0000269|PubMed:19282672, ECO:0000269|PubMed:19553473, ECO:0000269|PubMed:26485573, ECO:0000269|PubMed:29162697}.","TISSUE SPECIFICITY: Widely expressed. Expressed in heart, brain, placenta, lung, liver, skeletal muscle, kidney and pancreas. {ECO:0000269|PubMed:10721722}.","brain development [GO:0007420]; centriole replication [GO:0007099]; centrosome cycle [GO:0007098]; chromosome segregation [GO:0007059]; establishment of mitotic spindle orientation [GO:0000132]; microtubule bundle formation [GO:0001578]; microtubule cytoskeleton organization [GO:0000226]; microtubule organizing center organization [GO:0031023]; negative regulation of centriole replication [GO:0046600]; negative regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045736]; negative regulation of neuron differentiation [GO:0045665]; neurogenesis [GO:0022008]; positive regulation of microtubule polymerization [GO:0031116]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266]; regulation of neuron differentiation [GO:0045664]",calmodulin binding [GO:0005516]; gamma-tubulin binding [GO:0043015]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; transcription cis-regulatory region binding [GO:0000976]; tubulin binding [GO:0015631],,
Q96ST8,reviewed,CEP89_HUMAN,"Centrosomal protein of 89 kDa, Cep89 (Centrosomal protein 123, Cep123) (Coiled-coil domain-containing protein 123)",CEP89 CCDC123,Homo sapiens (Human),783,centriole [GO:0005814]; centrosome [GO:0005813]; ciliary transition fiber [GO:0097539]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; motile cilium [GO:0031514]; non-motile cilium [GO:0097730]; plasma membrane [GO:0005886]; spindle pole [GO:0000922]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Cytoplasm, cytosol. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843}. Cytoplasm, cytoskeleton, spindle pole. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole. Mitochondrion intermembrane space. Note=Localizes to the distal appendage region of the centriole, which anchors the mother centriole to the plasma membrane.",89590,"FUNCTION: Required for ciliogenesis. Also plays a role in mitochondrial metabolism where it may modulate complex IV activity. {ECO:0000269|PubMed:23348840, ECO:0000269|PubMed:23575228}.",,chemical synaptic transmission [GO:0007268]; cilium assembly [GO:0060271]; mitochondrion organization [GO:0007005]; non-motile cilium assembly [GO:1905515],,,
Q96T76,reviewed,MMS19_HUMAN,"MMS19 nucleotide excision repair protein homolog, hMMS19 (MET18 homolog) (MMS19-like protein)",MMS19 MMS19L,Homo sapiens (Human),1030,CIA complex [GO:0097361]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; MMXD complex [GO:0071817]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; transcription factor TFIIH holo complex [GO:0005675],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20797633}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:20797633, ECO:0000269|PubMed:29848660}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:29848660}. Note=In mitosis, enriched on centrosomes during prophase, localizes to the spindle during metaphase and surrounds compacted spindle midzone microtubules during telophase. {ECO:0000269|PubMed:29848660}.",113290,"FUNCTION: Key component of the cytosolic iron-sulfur protein assembly (CIA) complex, a multiprotein complex that mediates the incorporation of iron-sulfur cluster into apoproteins specifically involved in DNA metabolism and genomic integrity (PubMed:29848660). In the CIA complex, MMS19 acts as an adapter between early-acting CIA components and a subset of cellular target iron-sulfur proteins such as ERCC2/XPD, FANCJ and RTEL1, thereby playing a key role in nucleotide excision repair (NER), homologous recombination-mediated double-strand break DNA repair, DNA replication and RNA polymerase II (POL II) transcription (PubMed:22678362, PubMed:22678361, PubMed:29225034, PubMed:23585563). As part of the mitotic spindle-associated MMXD complex, plays a role in chromosome segregation, probably by facilitating iron-sulfur (Fe-S) cluster assembly into ERCC2/XPD (PubMed:20797633). Together with CIAO2, facilitates the transfer of Fe-S clusters to the motor protein KIF4A, which ensures proper localization of KIF4A to mitotic machinery components to promote the progression of mitosis (PubMed:29848660). Indirectly acts as a transcriptional coactivator of estrogen receptor (ER), via its role in iron-sulfur insertion into some component of the TFIIH-machinery (PubMed:11279242). {ECO:0000269|PubMed:11279242, ECO:0000269|PubMed:20797633, ECO:0000269|PubMed:22678361, ECO:0000269|PubMed:22678362, ECO:0000269|PubMed:23585563, ECO:0000269|PubMed:29225034, ECO:0000269|PubMed:29848660}.","TISSUE SPECIFICITY: Ubiquitously expressed with higher expression in testis. {ECO:0000269|PubMed:11071939, ECO:0000269|PubMed:11328871}.","cellular response to DNA damage stimulus [GO:0006974]; chromosome segregation [GO:0007059]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]; iron-sulfur cluster assembly [GO:0016226]; nucleotide-excision repair [GO:0006289]; phosphorelay signal transduction system [GO:0000160]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of transcription, DNA-templated [GO:0045893]; protein maturation by iron-sulfur cluster transfer [GO:0097428]; response to hormone [GO:0009725]; transcription, DNA-templated [GO:0006351]",enzyme binding [GO:0019899]; nuclear estrogen receptor binding [GO:0030331]; protein-macromolecule adaptor activity [GO:0030674]; signaling receptor complex adaptor activity [GO:0030159]; transcription coactivator activity [GO:0003713],,
Q96TC7,reviewed,RMD3_HUMAN,"Regulator of microtubule dynamics protein 3, RMD-3, hRMD-3 (Cerebral protein 10) (Protein FAM82A2) (Protein FAM82C) (Protein tyrosine phosphatase-interacting protein 51) (TCPTP-interacting protein 51)",RMDN3 FAM82A2 FAM82C PTPIP51 hucep-10 UNQ3122/PRO10274,Homo sapiens (Human),470,cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; intercellular bridge [GO:0045171]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; mitotic spindle pole [GO:0097431]; nucleus [GO:0005634]; organelle membrane contact site [GO:0044232]; spindle microtubule [GO:0005876],"SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:16820967, ECO:0000269|PubMed:17361080, ECO:0000269|PubMed:22131369, ECO:0000269|PubMed:29858488}; Single-pass membrane protein {ECO:0000269|PubMed:16820967}. Cytoplasm {ECO:0000269|PubMed:17361080}. Nucleus {ECO:0000269|PubMed:17361080}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:18070910}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:18070910}. Note=In interphase localizes in the cytoplasm, and during mitosis localizes to the spindle microtubules and spindle poles. {ECO:0000269|PubMed:18070910}.",52118,"FUNCTION: Involved in cellular calcium homeostasis regulation. May participate in differentiation and apoptosis of keratinocytes. Overexpression induces apoptosis. {ECO:0000269|PubMed:16820967, ECO:0000269|PubMed:22131369}.","TISSUE SPECIFICITY: Present at high level in epidermis and seminiferous epithelium: while basal cells in the epidermis and spermatogonia show no perceptible amount, keratinocytes of suprabasal layers and differentiating first-order spermatocytes up to spermatids exhibit high expression. In skeletal muscle, its presence is restricted to fibers of the fast twitch type. In surface epithelia containing ciliated cells, it is associated with the microtubular structures responsible for ciliary movement. Also present in specific structures of the central nervous system such as neurons of the hippocampal region, ganglion cells of the autonomic nervous system, and axons of the peripheral nervous system (at protein level). Widely expressed. {ECO:0000269|PubMed:15609043, ECO:0000269|PubMed:16820967}.",apoptotic process [GO:0006915]; cell differentiation [GO:0030154]; cellular calcium ion homeostasis [GO:0006874],microtubule binding [GO:0008017],,
Q99426,reviewed,TBCB_HUMAN,Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B),TBCB CG22 CKAP1,Homo sapiens (Human),244,cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15831477, ECO:0000269|PubMed:22777741}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15831477}. Note=Colocalizes with microtubules. In differentiated neurons, located in the cytoplasm. In differentiating neurons, accumulates at the growth cone. {ECO:0000269|PubMed:15831477}.",27326,"FUNCTION: Binds to alpha-tubulin folding intermediates after their interaction with cytosolic chaperonin in the pathway leading from newly synthesized tubulin to properly folded heterodimer (PubMed:9265649). Involved in regulation of tubulin heterodimer dissociation. May function as a negative regulator of axonal growth (By similarity). {ECO:0000250|UniProtKB:Q9D1E6, ECO:0000269|PubMed:9265649}.",TISSUE SPECIFICITY: Found in most tissues.,cell differentiation [GO:0030154]; nervous system development [GO:0007399],,,
Q99501,reviewed,GA2L1_HUMAN,GAS2-like protein 1 (GAS2-related protein on chromosome 22) (Growth arrest-specific protein 2-like 1),GAS2L1 GAR22,Homo sapiens (Human),681,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:24706950}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:24706950}. Note=Colocalizes with the tips of microtubule plus ends. {ECO:0000269|PubMed:24706950}.",72717,"FUNCTION: Involved in the cross-linking of microtubules and microfilaments (PubMed:12584248, PubMed:24706950). Regulates microtubule dynamics and stability by interacting with microtubule plus-end tracking proteins, such as MAPRE1, to regulate microtubule growth along actin stress fibers (PubMed:24706950). {ECO:0000269|PubMed:12584248, ECO:0000269|PubMed:24706950}.",,actin crosslink formation [GO:0051764]; cellular response to starvation [GO:0009267]; cellular response to thyroid hormone stimulus [GO:0097067]; microtubule bundle formation [GO:0001578]; negative regulation of cell growth [GO:0030308]; negative regulation of erythrocyte differentiation [GO:0045647]; negative regulation of gene expression [GO:0010629]; negative regulation of microtubule depolymerization [GO:0007026]; protein localization to microtubule plus-end [GO:1904825]; regulation of cell cycle [GO:0051726]; regulation of microtubule polymerization or depolymerization [GO:0031110],actin filament binding [GO:0051015]; cytoskeletal anchor activity [GO:0008093]; microtubule binding [GO:0008017]; nuclear thyroid hormone receptor binding [GO:0046966],,
